   0.0000000000000000e+00  -7.2018570738319114e-05   3.9286097900792104e-06   1.1746543272285237e-05  -1.2555444977297553e-07
   6.6889632107023411e-01  -6.6762905467321681e-05   1.1729653510974240e-05   1.1578577453190885e-05  -4.8280916278292002e-07
   1.3377926421404682e+00  -5.6326726576480671e-05   1.9314677651424786e-05   1.1100644726756234e-05  -1.1328134250319097e-06
   2.0066889632107023e+00  -4.0923871819930668e-05   2.6392855816983809e-05   1.0063107988265250e-05  -2.1892333549264870e-06
   2.6755852842809364e+00  -2.1018558259445474e-05   3.2491522185168543e-05   8.1719044526071118e-06  -3.6573977499992805e-06
   3.3444816053511706e+00   2.5430474913315978e-06   3.6953787282674305e-05   5.1702681889351029e-06  -5.4169416806702802e-06
   4.0133779264214047e+00   2.8417946466540211e-05   3.8992391937603231e-05   9.2515972930239836e-07  -7.2263108666843247e-06
   4.6822742474916392e+00   5.4706782524914510e-05   3.7797784048294690e-05  -4.4970373183349265e-06  -8.7499736423172494e-06
   5.3511705685618729e+00   7.8983543855563204e-05   3.2688242929014567e-05  -1.0780490628312610e-05  -9.6059473148875178e-06
   6.0200668896321066e+00   9.8436873399850385e-05   2.3280786880421554e-05  -1.7347802956980496e-05  -9.4281134690511227e-06
   6.6889632107023411e+00   1.1012840924743150e-04   9.6549827287643176e-06  -2.3393351456474571e-05  -7.9351693159319459e-06
   7.3578595317725757e+00   1.1135323825438458e-04  -7.5211930366028137e-06  -2.7963414081973073e-05  -4.9963159544781882e-06
   8.0267558528428093e+00   1.0006661254294613e-04  -2.6932831919598699e-05  -3.0077386178184662e-05  -6.8322630114848158e-07
   8.6956521739130430e+00   7.5322693880339506e-05  -4.6650161477709387e-05  -2.8877429200566284e-05   4.7013489012060980e-06
   9.3645484949832785e+00   3.7658369763401807e-05  -6.4264002752151622e-05  -2.3787956210015971e-05   1.0625768521593722e-05
   1.0033444816053512e+01  -1.0649216155983724e-05  -7.7123638359277507e-05  -1.4662354255290416e-05   1.6366475547947834e-05
   1.0702341137123746e+01  -6.5517066168741997e-05  -8.2660548024658732e-05  -1.8930056441994535e-06   2.1079430212371118e-05
   1.1371237458193979e+01  -1.2123188909867098e-04  -7.8766050787490286e-05   1.3537552383333128e-05   2.3900943744283986e-05
   1.2040133779264213e+01  -1.7088970936270892e-04  -6.4177738606737775e-05   3.0081501037116851e-05   2.4068260266707953e-05
   1.2709030100334449e+01  -2.0708839559597904e-04  -3.8820750341060943e-05   4.5735893877256809e-05   2.1046313855884358e-05
   1.3377926421404682e+01  -2.2282382353135233e-04  -4.0471721688352294e-06   5.8237104857698037e-05   1.4644327437890296e-05
   1.4046822742474916e+01  -2.1250267274492251e-04   3.7278604496870547e-05   6.5326967372762235e-05   5.1047355414708272e-06
   1.4715719063545151e+01  -1.7295278072617436e-04   8.0888353619918275e-05   6.5066182505150549e-05  -6.8523467020854959e-06
   1.5384615384615385e+01  -1.0429082843733953e-04   1.2143221010101101e-04   5.6159948373316770e-05  -2.0042940796440191e-05
   1.6053511705685619e+01  -1.0501663534186380e-05   1.5300840814587145e-04   3.8252883780815877e-05  -3.2899829559596280e-05
   1.6722408026755854e+01   1.0040269416583297e-04   1.6986448916313877e-04   1.2146798460813352e-05  -4.3620905092653785e-05
   1.7391304347826086e+01   2.1674180022920994e-04   1.6720360500433254e-04  -2.0102842095643899e-05  -5.0376724028477343e-05
   1.8060200668896321e+01   3.2408644667999021e-04   1.4200305170156713e-04  -5.5246812279624645e-05  -5.1558498112744136e-05
   1.8729096989966557e+01   4.0671243795705896e-04   9.3734077189757455e-05  -8.9077421510686287e-05  -4.6038220881031980e-05
   1.9397993311036789e+01   4.4948320546227445e-04   2.4866576540194616e-05  -1.1683640543150688e-04  -3.3405740745801960e-05
   2.0066889632107024e+01   4.3997876108775407e-04  -5.8947397077591026e-05  -1.3376737568567216e-04  -1.4145181319862954e-05
   2.0735785953177256e+01   3.7062381137854063e-04  -1.4909024009051227e-04  -1.3575972492296221e-04   1.0283587319643355e-05
   2.1404682274247492e+01   2.4052693487971091e-04  -2.3463197693252114e-04  -1.2001006823464435e-04   3.7483572086318632e-05
   2.2073578595317727e+01   5.6734879027341797e-05  -3.0340272817646350e-04  -8.5614477984743227e-05   6.4290676348488225e-05
   2.2742474916387959e+01  -1.6536300248010645e-04  -3.4340839788955579e-04  -3.4002474457402610e-05   8.7070076757770135e-05
   2.3411371237458194e+01  -4.0267434891855215e-04  -3.4445697461363441e-04   3.0867230052407640e-05   1.0211766480920040e-04
   2.4080267558528426e+01  -6.2617500865219254e-04  -2.9981583206871128e-04   1.0260978615691217e-04   1.0613121179587357e-04
   2.4749163879598662e+01  -8.0376576305729640e-04  -2.0768921987764403e-04   1.7284878429437919e-04   9.6705079936416092e-05
   2.5418060200668897e+01  -9.0402011885639864e-04  -7.2294599527197834e-05   2.3198113055345523e-04   7.2794501402489780e-05
