-1.000000000000000000e+02 1.376419215833035725e-06 -1.926684823319121413e-16 -6.450338415585343821e-07 9.230626297675347211e-18
-9.960937500000000000e+01 1.327412179341624920e-06 -2.498668854947205809e-07 -6.289280698214272380e-07 8.223023214323603447e-08
-9.921875000000000000e+01 1.182841723956773450e-06 -4.872217017996838262e-07 -5.811525867586986305e-07 1.616876815382743693e-07
-9.882812500000000000e+01 9.499771768534115424e-07 -6.999752487774069110e-07 -5.033294846364111397e-07 2.356175385883133022e-07
-9.843750000000000000e+01 6.406591704297137646e-07 -8.768812390300140258e-07 -3.981496416866070476e-07 3.013073444808889167e-07
-9.804687500000000000e+01 2.708893382663557503e-07 -1.007949724955714554e-06 -2.693495220213587560e-07 3.561235195070899806e-07
-9.765625000000000000e+01 -1.397393125318960316e-07 -1.084848276849958992e-06 -1.216705789591765452e-07 3.975645152930890047e-07
-9.726562500000000000e+01 -5.687650671635374744e-07 -1.101282768110889432e-06 3.920581990307647757e-08 4.233332627778807478e-07
-9.687500000000000000e+01 -9.917231789981217904e-07 -1.053346706372804142e-06 2.067556509541268461e-07 4.314293806893798600e-07
-9.648437500000000000e+01 -1.383139620537987557e-06 -9.398250661318829913e-07 3.737490880688278810e-07 4.202591502074776164e-07
-9.609375000000000000e+01 -1.717631948033870870e-06 -7.624358998523095288e-07 5.324330883283573401e-07 3.887587266167280564e-07
-9.570312500000000000e+01 -1.971089370000900232e-06 -5.259910152294322572e-07 6.747635982323751946e-07 3.365236371736385346e-07
-9.531250000000000000e+01 -2.121896577042536869e-06 -2.384560748303066191e-07 7.926881267286689514e-07 2.639354967273049857e-07
-9.492187500000000000e+01 -2.152158256357727950e-06 8.910908112086390886e-08 8.784755520033216136e-07 1.722752412999101201e-07
-9.453125000000000000e+01 -2.048874060744942938e-06 4.427470175101533290e-07 9.250856335095425376e-07 6.381119612829805332e-08
-9.414062500000000000e+01 -1.805007804472902322e-06 8.059494792152926967e-07 9.265660701820999101e-07 -5.814991016787549039e-08
-9.375000000000000000e+01 -1.420390512679725603e-06 1.160161998794637106e-06 8.784604017958441702e-07 -1.892602098048151368e-07
-9.335937500000000000e+01 -9.023953473907830869e-07 1.485446631324660594e-06 7.782059440880617629e-07 -3.241858878267299404e-07
-9.296875000000000000e+01 -2.663239989930676899e-07 1.761294302831534209e-06 6.254976334524320336e-07 -4.567274778446983596e-07
-9.257812500000000000e+01 4.645506406775190555e-07 1.967568367049893352e-06 4.225914735159208568e-07 -5.800091351267078199e-07
-9.218750000000000000e+01 1.259331480485403887e-06 2.085550490894816367e-06 1.745205248718240121e-07 -6.867367573198251973e-07
-9.179687500000000000e+01 2.080266530826713200e-06 2.099049541723352341e-06 -1.108027008426409887e-07 -7.695203018461688194e-07
-9.140625000000000000e+01 2.883955829702244955e-06 1.995524414710736494e-06 -4.226208302066103428e-07 -8.212508416649555443e-07
-9.101562500000000000e+01 3.622990475328491389e-06 1.767163448046504826e-06 -7.475219481888235873e-07 -8.355180799342332154e-07
-9.062500000000000000e+01 4.247994568308544050e-06 1.411856957872492657e-06 -1.069797918304589424e-06 -8.070495087185436400e-07
-9.023437500000000000e+01 4.710015334991740632e-06 9.339961725834955431e-07 -1.371974829041285038e-06 -7.321484594945137925e-07
-8.984375000000000000e+01 4.963180559317686980e-06 3.450320538236906209e-07 -1.635510178623136857e-06 -6.091052623079240558e-07
-8.945312500000000000e+01 4.967517143504053545e-06 -3.362683815219535965e-07 -1.841640936663807571e-06 -4.385538919723930285e-07
-8.906250000000000000e+01 4.691801733635453386e-06 -1.083922300811057671e-06 -1.972355702838102243e-06 -2.237460781100326923e-07
-8.867187500000000000e+01 4.116295548691611961e-06 -1.865229340810431458e-06 -2.011453419721587199e-06 2.928392225324399911e-08
-8.828125000000000000e+01 3.235202471175979699e-06 -2.641692776118864661e-06 -1.945641147346743871e-06 3.116877359423233032e-07
-8.789062500000000000e+01 2.058683604477806739e-06 -3.370368146857552483e-06 -1.765614955708677547e-06 6.119236048594475785e-07
-8.750000000000000000e+01 6.142641599191089874e-07 -4.005620760230612504e-06 -1.467061711581812977e-06 9.160421859766114394e-07
-8.710937500000000000e+01 -1.052519350903946549e-06 -4.501248393785212132e-06 -1.051516050884493403e-06 1.208142285605111332e-06
-8.671875000000000000e+01 -2.878361540573082245e-06 -4.812899714004559293e-06 -5.270066699460118631e-07 1.470992300352941262e-06
-8.632812500000000000e+01 -4.783418009988993358e-06 -4.900693765588770567e-06 9.157036244197835906e-08 1.686803218403989946e-06
-8.593750000000000000e+01 -6.673578915136757495e-06 -4.731922891293774414e-06 7.824060405817526154e-07 1.838128761213163320e-06
-8.554687500000000000e+01 -8.443792637185393302e-06 -4.283702171089392996e-06 1.517103848993131554e-06 1.908858157897291852e-06
-8.515625000000000000e+01 -9.982389542816799688e-06 -3.545414453201556348e-06 2.261404090853156440e-06 1.885257729465454613e-06
-8.476562500000000000e+01 -1.117629519192114840e-05 -2.520792703328972317e-06 2.976316304773842999e-06 1.757009524194601269e-06
-8.437500000000000000e+01 -1.191696035469230752e-05 -1.229481924623632150e-06 3.619647500535563660e-06 1.518189284207931145e-06
-8.398437500000000000e+01 -1.210677509996815893e-05 2.920677982208574885e-07 4.147890636140710852e-06 1.168122587107307819e-06
-8.359375000000000000e+01 -1.166567955446402849e-05 1.990506981849188284e-06 4.518413679375707370e-06 7.120575675331405896e-07
-8.320312500000000000e+01 -1.053763836885920901e-05 3.796393055314345455e-06 4.691865992647627215e-06 1.615955410949956872e-07
-8.281250000000000000e+01 -8.696613043063239346e-06 5.625962340881016099e-06 4.634697008396200524e-06 -4.651726572208261801e-07
-8.242187500000000000e+01 -6.151649365390698954e-06 7.383887971329841649e-06 4.321663633765834844e-06 -1.143866702273642344e-06
-8.203125000000000000e+01 -2.950699117716670816e-06 8.966992856883522489e-06 3.738188927434119013e-06 -1.844381684575633132e-06
-8.164062500000000000e+01 8.171820053207157208e-07 1.026883135211813236e-05 2.882426620710171195e-06 -2.531829717885496038e-06
-8.125000000000000000e+01 5.021573417383906612e-06 1.118499603789215903e-05 1.766885119517877523e-06 -3.167850846538290688e-06
